username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
GeniusJesse,10/5/15 14:49,0,1,@tyler_fleming96 Of Course!,,@tyler_fleming96,,6.51107E+17,https://twitter.com/GeniusJesse/status/651106857076047873
GeniusJesse,10/4/15 19:51,0,1,"Let's put our hipster hats on and learn some COBOL""""",,,,6.50821E+17,https://twitter.com/GeniusJesse/status/650820545492189184
GeniusJesse,9/28/15 14:36,0,1,@tyler_fleming96 Good ol' Randleman High,,@tyler_fleming96,,6.48567E+17,https://twitter.com/GeniusJesse/status/648566941997748225
GeniusJesse,9/17/15 17:33,0,2,Comp gets down https:// twitter.com/KrisJordan/sta tus/644583358069100544 ‰Û_,,,,6.44625E+17,https://twitter.com/GeniusJesse/status/644625191646175232
GeniusJesse,9/1/15 10:18,0,1,"@nprmusic @thearcs leon michels, dan auerbach, nick movshon",,@nprmusic @thearcs,,6.38718E+17,https://twitter.com/GeniusJesse/status/638717606871089152
GeniusJesse,8/31/15 10:02,0,0,https:// twitter.com/Cmdr_Hadfield/ status/638343308859822080 ‰Û_,,,,6.38351E+17,https://twitter.com/GeniusJesse/status/638351262719811584
GeniusJesse,8/20/15 10:57,0,0,https:// twitter.com/NOAA/status/63 4374703004680193 ‰Û_,,,,6.34379E+17,https://twitter.com/GeniusJesse/status/634378671424434176
GeniusJesse,8/18/15 11:36,0,1,"First day of classes has been pretty good. But, I only have 2 classes.",,,,6.33664E+17,https://twitter.com/GeniusJesse/status/633663867235737600
GeniusJesse,8/14/15 9:18,0,1,Time to move in,,,,6.32179E+17,https://twitter.com/GeniusJesse/status/632179455981670400
GeniusJesse,8/11/15 20:21,0,0,"@tyler_fleming96 No, but I agree it is the superior audio medium.",,@tyler_fleming96,,6.31259E+17,https://twitter.com/GeniusJesse/status/631259204964208640
GeniusJesse,8/11/15 12:45,0,0,https:// twitter.com/CNN/status/631 141035125542914 ‰Û_,,,,6.31144E+17,https://twitter.com/GeniusJesse/status/631144402853957632
GeniusJesse,8/9/15 12:59,0,2,Coming to stores near you in August 2015. Produced by @tyler_fleming96 pic.twitter.com/3xI42lvOIP,,@tyler_fleming96,,6.30423E+17,https://twitter.com/GeniusJesse/status/630423218403344384
GeniusJesse,8/6/15 12:29,0,0,https:// twitter.com/repjohnlewis/s tatus/629322145064095744 ‰Û_,,,,6.29328E+17,https://twitter.com/GeniusJesse/status/629328426948763648
GeniusJesse,8/5/15 21:15,0,0,@tyler_fleming96 Hahaha! He's a little older than that though.,,@tyler_fleming96,,6.29098E+17,https://twitter.com/GeniusJesse/status/629098315817332736
GeniusJesse,8/5/15 19:38,0,1,"70 years ago tomorrow, the world was heralded into a new age and shown the raw power held within a simple atom...",,,,6.29074E+17,https://twitter.com/GeniusJesse/status/629074032822980608
GeniusJesse,7/22/15 22:16,0,0,@tyler_fleming96 That was awesome!,,@tyler_fleming96,,6.2404E+17,https://twitter.com/GeniusJesse/status/624040235723268096
GeniusJesse,7/22/15 20:56,0,0,@tyler_fleming96 https:// twitter.com/nytimes/status /624011956517740544 ‰Û_,,@tyler_fleming96,,6.2402E+17,https://twitter.com/GeniusJesse/status/624020151067889664
GeniusJesse,7/13/15 22:20,0,0,Wondering how I'll get the classes I want when registration begins while I'm at work,,,,6.2078E+17,https://twitter.com/GeniusJesse/status/620779835699384320
